Passenger_Id,pclass,survived,name_with_salutions,name_without_salutions,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,home_dest
552,3rd,0,"Lockyer, Mr. Edward","Lockyer,  Edward",male,,0,0,1222,7.8792,,Southampton,,
553,3rd,0,"Kiernan, Mr. John","Kiernan,  John",male,,1,0,367227,7.75,,Queenstown,,
554,2nd,1,"Troutt, Miss. Edwina Celia ""Winnie""","Troutt,  Edwina Celia ""Winnie""",female,27.0,0,0,34218,10.5,E101,Southampton,16,"Bath, England / Massachusetts"
555,1st,0,"Walker, Mr. William Anderson","Walker,  William Anderson",male,47.0,0,0,36967,34.0208,D46,Southampton,,"East Orange, NJ"
556,3rd,1,"Sjoblom, Miss. Anna Sofia","Sjoblom,  Anna Sofia",female,18.0,0,0,3101265,7.4958,,Southampton,16,
557,3rd,0,"Skoog, Miss. Mabel","Skoog,  Mabel",female,9.0,3,2,347088,27.9,,Southampton,,
558,3rd,0,"Morrow, Mr. Thomas Rowan","Morrow,  Thomas Rowan",male,,0,0,372622,7.75,,Queenstown,,
559,2nd,1,"Doling, Miss. Elsie","Doling,  Elsie",female,18.0,0,1,231919,23.0,,Southampton,,Southampton
560,1st,0,"Hilliard, Mr. Herbert Henry","Hilliard,  Herbert Henry",male,,0,0,17463,51.8625,E46,Southampton,,"Brighton, MA"
561,3rd,1,"Aks, Master. Philip Frank","Aks, Master. Philip Frank",male,0.8333,0,1,392091,9.35,,Southampton,11,"London, England Norfolk, VA"
562,3rd,0,"Abbing, Mr. Anthony","Abbing,  Anthony",male,42.0,0,0,C.A. 5547,7.55,,Southampton,,
563,3rd,0,"Karaic, Mr. Milan","Karaic,  Milan",male,30.0,0,0,349246,7.8958,,Southampton,,
564,3rd,1,"Carr, Miss. Helen ""Ellen""","Carr,  Helen ""Ellen""",female,16.0,0,0,367231,7.75,,Queenstown,16,"Co Longford, Ireland New York, NY"
565,1st,0,"Robbins, Mr. Victor","Robbins,  Victor",male,,0,0,PC 17757,227.525,,Cherbourg,,
566,3rd,0,"Lennon, Mr. Denis","Lennon,  Denis",male,,1,0,370371,15.5,,Queenstown,,
567,3rd,1,"Drapkin, Miss. Jennie","Drapkin,  Jennie",female,23.0,0,0,SOTON/OQ 392083,8.05,,Southampton,,"London New York, NY"
568,3rd,0,"Christmann, Mr. Emil","Christmann,  Emil",male,29.0,0,0,343276,8.05,,Southampton,,
569,3rd,0,"Kallio, Mr. Nikolai Erland","Kallio,  Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,,Southampton,,
570,2nd,1,"Herman, Miss. Kate","Herman,  Kate",female,24.0,1,2,220845,65.0,,Southampton,9,"Somerset / Bernardsville, NJ"
571,1st,0,"Smith, Mr. James Clinch","Smith,  James Clinch",male,56.0,0,0,17764,30.6958,A7,Cherbourg,,"St James, Long Island, NY"
572,2nd,1,"West, Miss. Barbara J","West,  Barbara J",female,0.9167,1,2,C.A. 34651,27.75,,Southampton,10,"Bournmouth, England"
573,3rd,1,"Assaf Khalil, Mrs. Mariana (""Miriam"")","Assaf Khalil,  Mariana (""Miriam"")",female,45.0,0,0,2696,7.225,,Cherbourg,C,"Ottawa, ON"
574,3rd,1,"Peter, Master. Michael J","Peter, Master. Michael J",male,,1,1,2668,22.3583,,Cherbourg,C,
575,1st,1,"Gibson, Mrs. Leonard (Pauline C Boeson)","Gibson,  Leonard (Pauline C Boeson)",female,45.0,0,1,112378,59.4,,Cherbourg,7,"New York, NY"
576,3rd,1,"Glynn, Miss. Mary Agatha","Glynn,  Mary Agatha",female,,0,0,335677,7.75,,Queenstown,13,"Co Clare, Ireland Washington, DC"
577,3rd,1,"Touma, Mrs. Darwis (Hanne Youssef Razi)","Touma,  Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,,Cherbourg,C,
578,1st,1,"Dodge, Mrs. Washington (Ruth Vidaver)","Dodge, Washington (Ruth Vidaver)",female,54.0,1,1,33638,81.8583,A34,Southampton,5,"San Francisco, CA"
579,3rd,0,"Stanley, Mr. Edward Roland","Stanley,  Edward Roland",male,21.0,0,0,A/4 45380,8.05,,Southampton,,
580,3rd,1,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)","Asplund,  Carl Oscar (Selma Augusta Emilia Johansson)",female,38.0,1,5,347077,31.3875,,Southampton,15,"Sweden  Worcester, MA"
581,3rd,0,"Oreskovic, Miss. Jelka","Oreskovic,  Jelka",female,23.0,0,0,315085,8.6625,,Southampton,,
582,3rd,1,"Turkula, Mrs. (Hedwig)","Turkula,  (Hedwig)",female,63.0,0,0,4134,9.5875,,Southampton,15,
583,3rd,1,"Lang, Mr. Fang","Lang,  Fang",male,26.0,0,0,1601,56.4958,,Southampton,14,
584,1st,0,"Newell, Mr. Arthur Webster","Newell,  Arthur Webster",male,58.0,0,2,35273,113.275,D48,Cherbourg,,"Lexington, MA"
585,2nd,1,"Wells, Miss. Joan","Wells,  Joan",female,4.0,1,1,29103,23.0,,Southampton,14,"Cornwall / Akron, OH"
586,2nd,1,"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)","Wells,  Arthur Henry (""Addie"" Dart Trevaskis)",female,29.0,0,2,29103,23.0,,Southampton,14,"Cornwall / Akron, OH"
587,3rd,0,"Doharr, Mr. Tannous","Doharr,  Tannous",male,,0,0,2686,7.2292,,Cherbourg,,
588,3rd,0,"Pekoniemi, Mr. Edvard","Pekoniemi,  Edvard",male,21.0,0,0,STON/O 2. 3101294,7.925,,Southampton,,
589,2nd,0,"Gavey, Mr. Lawrence","Gavey,  Lawrence",male,26.0,0,0,31028,10.5,,Southampton,,"Guernsey / Elizabeth, NJ"
590,2nd,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)","Mellinger,  (Elizabeth Anne Maidment)",female,41.0,0,1,250644,19.5,,Southampton,14,"England / Bennington, VT"
591,3rd,0,"Celotti, Mr. Francesco","Celotti,  Francesco",male,24.0,0,0,343275,8.05,,Southampton,,London
592,2nd,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)","Faunthorpe,  Lizzie (Elizabeth Anne Wilkinson)",female,29.0,1,0,2926,26.0,,Southampton,16,
593,3rd,0,"Rice, Master. Eugene","Rice, Master. Eugene",male,2.0,4,1,382652,29.125,,Queenstown,,
594,3rd,0,"Kassem, Mr. Fared","Kassem,  Fared",male,,0,0,2700,7.2292,,Cherbourg,,
595,1st,0,"Brewe, Dr. Arthur Jackson","Brewe, Dr. Arthur Jackson",male,,0,0,112379,39.6,,Cherbourg,,"Philadelphia, PA"
596,2nd,0,"Leyson, Mr. Robert William Norman","Leyson,  Robert William Norman",male,24.0,0,0,C.A. 29566,10.5,,Southampton,,
597,3rd,0,"Wittevrongel, Mr. Camille","Wittevrongel,  Camille",male,36.0,0,0,345771,9.5,,Southampton,,
598,3rd,0,"Niklasson, Mr. Samuel","Niklasson,  Samuel",male,28.0,0,0,363611,8.05,,Southampton,,
599,1st,0,"Crafton, Mr. John Bertram","Crafton, John Bertram",male,,0,0,113791,26.55,,Southampton,,"Roachdale, IN"
600,2nd,0,"Peruschitz, Rev. Joseph Maria","Peruschitz, Rev. Joseph Maria",male,41.0,0,0,237393,13.0,,Southampton,,
601,1st,1,"Bidois, Miss. Rosalie","Bidois, Rosalie",female,42.0,0,0,PC 17757,227.525,,Cherbourg,4,
602,3rd,0,"Mitkoff, Mr. Mito","Mitkoff,  Mito",male,,0,0,349221,7.8958,,Southampton,,
603,3rd,0,"Goodwin, Master. Sidney Leonard","Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,46.9,,Southampton,,"Wiltshire, England Niagara Falls, NY"
604,2nd,0,"Hiltunen, Miss. Marta","Hiltunen,  Marta",female,18.0,1,1,250650,13.0,,Southampton,,"Kontiolahti, Finland / Detroit, MI"
605,3rd,0,"Panula, Master. Urho Abraham","Panula, Master. Urho Abraham",male,2.0,4,1,3101295,39.6875,,Southampton,,
606,2nd,1,"Ilett, Miss. Bertha","Ilett,  Bertha",female,17.0,0,0,SO/C 14885,10.5,,Southampton,,Guernsey
607,3rd,0,"Petroff, Mr. Pastcho (""Pentcho"")","Petroff,  Pastcho (""Pentcho"")",male,,0,0,349215,7.8958,,Southampton,,
608,1st,1,"Thorne, Mrs. Gertrude Maybelle","Thorne,  Gertrude Maybelle",female,,0,0,PC 17585,79.2,,Cherbourg,D,"New York, NY"
609,3rd,0,"Delalic, Mr. Redjo","Delalic,  Redjo",male,25.0,0,0,349250,7.8958,,Southampton,,
610,2nd,0,"Gaskell, Mr. Alfred","Gaskell,  Alfred",male,16.0,0,0,239865,26.0,,Southampton,,"Liverpool / Montreal, PQ"
611,3rd,0,"Zimmerman, Mr. Leo","Zimmerman,  Leo",male,29.0,0,0,315082,7.875,,Southampton,,
612,3rd,0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)","Skoog,  William (Anna Bernhardina Karlsson)",female,45.0,1,4,347088,27.9,,Southampton,,
613,2nd,1,"Becker, Miss. Marion Louise","Becker,  Marion Louise",female,4.0,2,1,230136,39.0,F4,Southampton,11,"Guntur, India / Benton Harbour, MI"
614,3rd,0,"Connaghton, Mr. Michael","Connaghton,  Michael",male,31.0,0,0,335097,7.75,,Queenstown,,"Ireland Brooklyn, NY"
615,3rd,0,"Vande Walle, Mr. Nestor Cyriel","Vande Walle,  Nestor Cyriel",male,28.0,0,0,345770,9.5,,Southampton,,
616,1st,1,"Spencer, Mrs. William Augustus (Marie Eugenie)","Spencer,  William Augustus (Marie Eugenie)",female,,1,0,PC 17569,146.5208,B78,Cherbourg,6,"Paris, France"
617,3rd,1,"Gilnagh, Miss. Katherine ""Katie""","Gilnagh,  Katherine ""Katie""",female,16.0,0,0,35851,7.7333,,Queenstown,16,"Co Longford, Ireland New York, NY"
618,1st,0,"Baxter, Mr. Quigg Edmond","Baxter, Quigg Edmond",male,24.0,0,1,PC 17558,247.5208,B58 B60,Cherbourg,,"Montreal, PQ"
619,3rd,0,"Ling, Mr. Lee","Ling,  Lee",male,28.0,0,0,1601,56.4958,,Southampton,,
620,3rd,0,"Colbert, Mr. Patrick","Colbert,  Patrick",male,24.0,0,0,371109,7.25,,Queenstown,,"Co Limerick, Ireland Sherbrooke, PQ"
621,1st,0,"Guggenheim, Mr. Benjamin","Guggenheim,  Benjamin",male,46.0,0,0,PC 17593,79.2,B82 B84,Cherbourg,,"New York, NY"
622,3rd,0,"Farrell, Mr. James","Farrell,  James",male,40.5,0,0,367232,7.75,,Queenstown,,"Aughnacliff, Co Longford, Ireland New York, NY"
623,2nd,0,"Cunningham, Mr. Alfred Fleming","Cunningham,  Alfred Fleming",male,,0,0,239853,0.0,,Southampton,,Belfast
624,3rd,1,"Andersson, Miss. Erna Alexandra","Andersson,  Erna Alexandra",female,17.0,4,2,3101281,7.925,,Southampton,D,"Ruotsinphyhtaa, Finland New York, NY"
625,3rd,0,"Risien, Mr. Samuel Beard","Risien,  Samuel Beard",male,,0,0,364498,14.5,,Southampton,,
626,3rd,1,"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)","Moubarek,  George (Omine ""Amenia"" Alexander)",female,,0,2,2661,15.2458,,Cherbourg,C,
627,2nd,0,"Greenberg, Mr. Samuel","Greenberg,  Samuel",male,52.0,0,0,250647,13.0,,Southampton,,"Bronx, NY"
628,3rd,1,"Buckley, Mr. Daniel","Buckley,  Daniel",male,21.0,0,0,330920,7.8208,,Queenstown,13,"Kingwilliamstown, Co Cork, Ireland New York, NY"
629,3rd,0,"Danoff, Mr. Yoto","Danoff,  Yoto",male,27.0,0,0,349219,7.8958,,Southampton,,"Bulgaria Chicago, IL"
630,2nd,0,"Butler, Mr. Reginald Fenton","Butler,  Reginald Fenton",male,25.0,0,0,234686,13.0,,Southampton,,"Southsea, Hants"
631,1st,1,"Bishop, Mr. Dickinson H","Bishop, Dickinson H",male,25.0,1,0,11967,91.0792,B49,Cherbourg,7,"Dowagiac, MI"
632,1st,1,"Marechal, Mr. Pierre","Marechal,  Pierre",male,,0,0,11774,29.7,C47,Cherbourg,7,"Paris, France"
633,1st,1,"White, Mrs. John Stuart (Ella Holmes)","White,  John Stuart (Ella Holmes)",female,55.0,0,0,PC 17760,135.6333,C32,Cherbourg,8,"New York, NY / Briarcliff Manor NY"
634,1st,1,"Williams, Mr. Richard Norris II","Williams,  Richard Norris II",male,21.0,0,1,PC 17597,61.3792,,Cherbourg,A,"Geneva, Switzerland / Radnor, PA"
635,2nd,1,"Collett, Mr. Sidney C Stuart","Collett,  Sidney C Stuart",male,24.0,0,0,28034,10.5,,Southampton,9,"London / Fort Byron, NY"
636,2nd,0,"Weisz, Mr. Leopold","Weisz,  Leopold",male,27.0,1,0,228414,26.0,,Southampton,,"Bromsgrove, England / Montreal, PQ"
637,2nd,0,"Hale, Mr. Reginald","Hale,  Reginald",male,30.0,0,0,250653,13.0,,Southampton,,"Auburn, NY"
638,2nd,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)","Laroche,  Joseph (Juliette Marie Louise Lafargue)",female,22.0,1,2,SC/Paris 2123,41.5792,,Cherbourg,14,Paris / Haiti
639,1st,1,"Hogeboom, Mrs. John C (Anna Andrews)","Hogeboom,  John C (Anna Andrews)",female,51.0,1,0,13502,77.9583,D11,Southampton,10,"Hudson, NY"
640,3rd,1,"Jalsevac, Mr. Ivan","Jalsevac,  Ivan",male,29.0,0,0,349240,7.8958,,Cherbourg,15,
641,2nd,0,"Otter, Mr. Richard","Otter,  Richard",male,39.0,0,0,28213,13.0,,Southampton,,"Middleburg Heights, OH"
642,2nd,0,"Gale, Mr. Shadrach","Gale,  Shadrach",male,34.0,1,0,28664,21.0,,Southampton,,"Cornwall / Clear Creek, CO"
643,2nd,1,"Hamalainen, Master. Viljo","Hamalainen, Master. Viljo",male,0.6667,1,1,250649,14.5,,Southampton,4,"Detroit, MI"
644,3rd,0,"Nasr, Mr. Mustafa","Nasr,  Mustafa",male,,0,0,2652,7.2292,,Cherbourg,,
645,3rd,1,"Abelseth, Mr. Olaus Jorgensen","Abelseth,  Olaus Jorgensen",male,25.0,0,0,348122,7.65,F G63,Southampton,A,"Perkins County, SD"
646,3rd,0,"Attalah, Miss. Malake","Attalah,  Malake",female,17.0,0,0,2627,14.4583,,Cherbourg,,
647,1st,0,"Thayer, Mr. John Borland","Thayer,  John Borland",male,49.0,1,1,17421,110.8833,C68,Cherbourg,,"Haverford, PA"
648,3rd,1,"Nysten, Miss. Anna Sofia","Nysten,  Anna Sofia",female,22.0,0,0,347081,7.75,,Southampton,13,
649,3rd,0,"Jonsson, Mr. Nils Hilding","Jonsson,  Nils Hilding",male,27.0,0,0,350408,7.8542,,Southampton,,
650,2nd,0,"Andrew, Mr. Edgardo Samuel","Andrew,  Edgardo Samuel",male,18.0,0,0,231945,11.5,,Southampton,,"Buenos Aires, Argentina / New Jersey, NJ"
651,3rd,0,"Braf, Miss. Elin Ester Maria","Braf,  Elin Ester Maria",female,20.0,0,0,347471,7.8542,,Southampton,,"Medeltorp, Sweden Chicago, IL"
652,1st,1,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)","Lines,  Ernest H (Elizabeth Lindsey James)",female,51.0,0,1,PC 17592,39.4,D28,Southampton,9,"Paris, France"
653,3rd,0,"O'Connor, Mr. Maurice","O'Connor,  Maurice",male,,0,0,371060,7.75,,Queenstown,,
654,3rd,0,"Coxon, Mr. Daniel","Coxon,  Daniel",male,59.0,0,0,364500,7.25,,Southampton,,"Merrill, WI"
655,2nd,0,"Nicholls, Mr. Joseph Charles","Nicholls,  Joseph Charles",male,19.0,1,1,C.A. 33112,36.75,,Southampton,,"Cornwall / Hancock, MI"
656,3rd,1,"Murphy, Miss. Nora","Murphy,  Nora",female,,0,0,36568,15.5,,Queenstown,16,
657,3rd,0,"Thorneycroft, Mr. Percival","Thorneycroft,  Percival",male,,1,0,376564,16.1,,Southampton,,
658,3rd,1,"Landergren, Miss. Aurora Adelia","Landergren,  Aurora Adelia",female,22.0,0,0,C 7077,7.25,,Southampton,13,
659,3rd,0,"Oreskovic, Mr. Luka","Oreskovic,  Luka",male,20.0,0,0,315094,8.6625,,Southampton,,
660,1st,1,"Peuchen, Major. Arthur Godfrey","Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,C104,Southampton,6,"Toronto, ON"
661,3rd,0,"Tomlin, Mr. Ernest Portage","Tomlin,  Ernest Portage",male,30.5,0,0,364499,8.05,,Southampton,,
662,1st,1,"Bucknell, Mrs. William Robert (Emma Eliza Ward)","Bucknell, William Robert (Emma Eliza Ward)",female,60.0,0,0,11813,76.2917,D15,Cherbourg,8,"Philadelphia, PA"
663,3rd,0,"Lam, Mr. Len","Lam,  Len",male,,0,0,1601,56.4958,,Southampton,,
664,3rd,0,"Radeff, Mr. Alexander","Radeff,  Alexander",male,,0,0,349223,7.8958,,Southampton,,
665,3rd,0,"Gilinski, Mr. Eliezer","Gilinski,  Eliezer",male,22.0,0,0,14973,8.05,,Southampton,,
666,1st,0,"Silvey, Mr. William Baird","Silvey,  William Baird",male,50.0,1,0,13507,55.9,E44,Southampton,,"Duluth, MN"
667,1st,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)","Robert,  Edward Scott (Elisabeth Walton McMillan)",female,43.0,0,1,24160,211.3375,B3,Southampton,2,"St Louis, MO"
668,1st,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan","Bjornstrom-Steffansson, Mauritz Hakan",male,28.0,0,0,110564,26.55,C52,Southampton,D,"Stockholm, Sweden / Washington, DC"
669,1st,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)","Baxter, James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,247.5208,B58 B60,Cherbourg,6,"Montreal, PQ"
670,2nd,1,"Sinkkonen, Miss. Anna","Sinkkonen,  Anna",female,30.0,0,0,250648,13.0,,Southampton,10,"Finland / Washington, DC"
671,3rd,1,"McCoy, Miss. Agnes","McCoy,  Agnes",female,,2,0,367226,23.25,,Queenstown,16,
672,3rd,0,"Johnson, Mr. Malkolm Joackim","Johnson,  Malkolm Joackim",male,33.0,0,0,347062,7.775,,Southampton,,
673,1st,1,"Flynn, Mr. John Irwin (""Irving"")","Flynn,  John Irwin (""Irving"")",male,36.0,0,0,PC 17474,26.3875,E25,Southampton,5,"Brooklyn, NY"
674,3rd,0,"Lahoud, Mr. Sarkis","Lahoud,  Sarkis",male,,0,0,2624,7.225,,Cherbourg,,
675,1st,1,"Gibson, Miss. Dorothy Winifred","Gibson,  Dorothy Winifred",female,22.0,0,1,112378,59.4,,Cherbourg,7,"New York, NY"
676,1st,0,"Williams, Mr. Charles Duane","Williams,  Charles Duane",male,51.0,0,1,PC 17597,61.3792,,Cherbourg,,"Geneva, Switzerland / Radnor, PA"
677,3rd,0,"Palsson, Miss. Stina Viola","Palsson,  Stina Viola",female,3.0,3,1,349909,21.075,,Southampton,,
678,1st,1,"Carter, Master. William Thornton II","Carter, Master. William Thornton II",male,11.0,1,2,113760,120.0,B96 B98,Southampton,4,"Bryn Mawr, PA"
679,1st,0,"Graham, Mr. George Edward","Graham,  George Edward",male,38.0,0,1,PC 17582,153.4625,C91,Southampton,,"Winnipeg, MB"
680,3rd,0,"Henriksson, Miss. Jenny Lovisa","Henriksson,  Jenny Lovisa",female,28.0,0,0,347086,7.775,,Southampton,,
681,3rd,0,"Markoff, Mr. Marin","Markoff,  Marin",male,35.0,0,0,349213,7.8958,,Cherbourg,,
682,1st,0,"Fortune, Mr. Charles Alexander","Fortune,  Charles Alexander",male,19.0,3,2,19950,263.0,C23 C25 C27,Southampton,,"Winnipeg, MB"
683,1st,1,"Lines, Miss. Mary Conover","Lines,  Mary Conover",female,16.0,0,1,PC 17592,39.4,D28,Southampton,9,"Paris, France"
684,3rd,0,"Culumovic, Mr. Jeso","Culumovic,  Jeso",male,17.0,0,0,315090,8.6625,,Southampton,,Austria-Hungary
685,2nd,0,"Enander, Mr. Ingvar","Enander,  Ingvar",male,21.0,0,0,236854,13.0,,Southampton,,"Goteborg, Sweden / Rockford, IL"
686,3rd,1,"Finoli, Mr. Luigi","Finoli,  Luigi",male,,0,0,SOTON/O.Q. 3101308,7.05,,Southampton,15,"Italy Philadelphia, PA"
687,3rd,0,"Nankoff, Mr. Minko","Nankoff,  Minko",male,,0,0,349218,7.8958,,Southampton,,
688,1st,1,"Harder, Mr. George Achilles","Harder,  George Achilles",male,25.0,1,0,11765,55.4417,E50,Cherbourg,5,"Brooklyn, NY"
689,2nd,1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)","Caldwell,  Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,,Southampton,13,"Bangkok, Thailand / Roseville, IL"
690,3rd,0,"Lovell, Mr. John Hall (""Henry"")","Lovell,  John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,,Southampton,,
691,3rd,0,"Burns, Miss. Mary Delia","Burns,  Mary Delia",female,18.0,0,0,330963,7.8792,,Queenstown,,"Co Sligo, Ireland New York, NY"
692,2nd,1,"Beane, Mrs. Edward (Ethel Clarke)","Beane,  Edward (Ethel Clarke)",female,19.0,1,0,2908,26.0,,Southampton,13,"Norwich / New York, NY"
693,3rd,0,"Brobeck, Mr. Karl Rudolf","Brobeck,  Karl Rudolf",male,22.0,0,0,350045,7.7958,,Southampton,,"Sweden Worcester, MA"
694,1st,0,"Chaffee, Mr. Herbert Fuller","Chaffee, Herbert Fuller",male,46.0,1,0,W.E.P. 5734,61.175,E31,Southampton,,"Amenia, ND"
695,3rd,1,"Nilsson, Miss. Berta Olivia","Nilsson,  Berta Olivia",female,18.0,0,0,347066,7.775,,Southampton,D,
696,3rd,1,"Abbott, Mrs. Stanton (Rosa Hunt)","Abbott,  Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,,Southampton,A,"East Providence, RI"
697,3rd,0,"Emir, Mr. Farred Chehab","Emir,  Farred Chehab",male,,0,0,2631,7.225,,Cherbourg,,
698,2nd,0,"Fahlstrom, Mr. Arne Jonas","Fahlstrom,  Arne Jonas",male,18.0,0,0,236171,13.0,,Southampton,,"Oslo, Norway Bayonne, NJ"
699,3rd,1,"Mockler, Miss. Helen Mary ""Ellie""","Mockler,  Helen Mary ""Ellie""",female,,0,0,330980,7.8792,,Queenstown,16,
700,3rd,1,"Johannesen-Bratthammer, Mr. Bernt","Johannesen-Bratthammer,  Bernt",male,,0,0,65306,8.1125,,Southampton,13,
701,3rd,0,"Palsson, Master. Gosta Leonard","Palsson, Master. Gosta Leonard",male,2.0,3,1,349909,21.075,,Southampton,,
702,3rd,0,"Soholt, Mr. Peter Andreas Lauritz Andersen","Soholt,  Peter Andreas Lauritz Andersen",male,19.0,0,0,348124,7.65,F G73,Southampton,,
703,1st,1,"Chevre, Mr. Paul Romaine","Chevre, Paul Romaine",male,45.0,0,0,PC 17594,29.7,A9,Cherbourg,7,"Paris, France"
704,2nd,1,"Davies, Master. John Morgan Jr","Davies, Master. John Morgan Jr",male,8.0,1,1,C.A. 33112,36.75,,Southampton,14,"St Ives, Cornwall / Hancock, MI"
705,1st,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)","Chambers, Norman Campbell (Bertha Griggs)",female,33.0,1,0,113806,53.1,E8,Southampton,5,"New York, NY / Ithaca, NY"
706,3rd,0,"Gheorgheff, Mr. Stanio","Gheorgheff,  Stanio",male,,0,0,349254,7.8958,,Cherbourg,,
707,2nd,0,"Mack, Mrs. (Mary)","Mack,  (Mary)",female,57.0,0,0,S.O./P.P. 3,10.5,E77,Southampton,,"Southampton / New York, NY"
708,1st,1,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)","Chaffee, Herbert Fuller (Carrie Constance Toogood)",female,47.0,1,0,W.E.P. 5734,61.175,E31,Southampton,4,"Amenia, ND"
709,3rd,0,"Johansson, Mr. Nils","Johansson,  Nils",male,29.0,0,0,347467,7.8542,,Southampton,,
710,3rd,0,"Panula, Mr. Ernesti Arvid","Panula,  Ernesti Arvid",male,16.0,4,1,3101295,39.6875,,Southampton,,
711,3rd,0,"Sdycoff, Mr. Todor","Sdycoff,  Todor",male,,0,0,349222,7.8958,,Southampton,,
712,3rd,1,"Bradley, Miss. Bridget Delia","Bradley,  Bridget Delia",female,22.0,0,0,334914,7.725,,Queenstown,13,"Kingwilliamstown, Co Cork, Ireland Glens Falls, NY"
713,2nd,1,"Collyer, Miss. Marjorie ""Lottie""","Collyer,  Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,,Southampton,14,"Bishopstoke, Hants / Fayette Valley, ID"
714,3rd,0,"Sage, Mr. Frederick","Sage,  Frederick",male,,8,2,CA. 2343,69.55,,Southampton,,
715,3rd,0,"Alhomaki, Mr. Ilmari Rudolf","Alhomaki,  Ilmari Rudolf",male,20.0,0,0,SOTON/O2 3101287,7.925,,Southampton,,"Salo, Finland Astoria, OR"
716,3rd,0,"Barbara, Mrs. (Catherine David)","Barbara,  (Catherine David)",female,45.0,0,1,2691,14.4542,,Cherbourg,,"Syria Ottawa, ON"
717,2nd,0,"Lamb, Mr. John Joseph","Lamb,  John Joseph",male,,0,0,240261,10.7083,,Queenstown,,
718,1st,1,"Fortune, Mrs. Mark (Mary McDougald)","Fortune,  Mark (Mary McDougald)",female,60.0,1,4,19950,263.0,C23 C25 C27,Southampton,10,"Winnipeg, MB"
719,2nd,1,"Smith, Miss. Marion Elsie","Smith,  Marion Elsie",female,40.0,0,0,31418,13.0,,Southampton,9,
720,1st,1,"Lurette, Miss. Elise","Lurette,  Elise",female,58.0,0,0,PC 17569,146.5208,B80,Cherbourg,,
721,3rd,1,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)","Whabee,  George Joseph (Shawneene Abi-Saab)",female,38.0,0,0,2688,7.2292,,Cherbourg,C,
722,3rd,1,"Baclini, Miss. Marie Catherine","Baclini,  Marie Catherine",female,5.0,2,1,2666,19.2583,,Cherbourg,C,"Syria New York, NY"
723,1st,1,"Chibnall, Mrs. (Edith Martha Bowerman)","Chibnall, (Edith Martha Bowerman)",female,,0,1,113505,55.0,E33,Southampton,6,"St Leonards-on-Sea, England Ohio"
724,1st,1,"Newsom, Miss. Helen Monypeny","Newsom,  Helen Monypeny",female,19.0,0,2,11752,26.2833,D47,Southampton,5,"New York, NY"
725,3rd,0,"Kink, Miss. Maria","Kink,  Maria",female,22.0,2,0,315152,8.6625,,Southampton,,
726,3rd,1,"Moubarek, Master. Halim Gonios (""William George"")","Moubarek, Master. Halim Gonios (""William George"")",male,,1,1,2661,15.2458,,Cherbourg,C,
727,3rd,0,"Mardirosian, Mr. Sarkis","Mardirosian,  Sarkis",male,,0,0,2655,7.2292,F E46,Cherbourg,,
728,3rd,0,"Chronopoulos, Mr. Apostolos","Chronopoulos,  Apostolos",male,26.0,1,0,2680,14.4542,,Cherbourg,,Greece
729,2nd,1,"Mallet, Mrs. Albert (Antoinette Magnin)","Mallet,  Albert (Antoinette Magnin)",female,24.0,1,1,S.C./PARIS 2079,37.0042,,Cherbourg,10,"Paris / Montreal, PQ"
730,3rd,0,"Elias, Mr. Dibo","Elias,  Dibo",male,,0,0,2674,7.225,,Cherbourg,,
731,1st,0,"White, Mr. Percival Wayland","White,  Percival Wayland",male,54.0,0,1,35281,77.2875,D26,Southampton,,"Brunswick, ME"
732,1st,1,"Dodge, Dr. Washington","Dodge, Dr. Washington",male,53.0,1,1,33638,81.8583,A34,Southampton,13,"San Francisco, CA"
733,1st,0,"Davidson, Mr. Thornton","Davidson, Thornton",male,31.0,1,0,F.C. 12750,52.0,B71,Southampton,,"Montreal, PQ"
